SEGID,SURVEY,QNAME,FIPS
T140G13121005000,ACS2010_5yr,"Census Tract 50, Fulton County, Georgia","13121005000"
T140G13089023603,ACS2010_5yr,"Census Tract 236.03, DeKalb County, Georgia","13089023603"
T140G13089023601,ACS2010_5yr,"Census Tract 236.01, DeKalb County, Georgia","13089023601"
T140G13089023700,ACS2010_5yr,"Census Tract 237, DeKalb County, Georgia","13089023700"
T140G13089023602,ACS2010_5yr,"Census Tract 236.02, DeKalb County, Georgia","13089023602"
T140G13089023410,ACS2010_5yr,"Census Tract 234.10, DeKalb County, Georgia","13089023410"
T140G13089023411,ACS2010_5yr,"Census Tract 234.11, DeKalb County, Georgia","13089023411"
T140G13089023803,ACS2010_5yr,"Census Tract 238.03, DeKalb County, Georgia","13089023803"
T140G13089023801,ACS2010_5yr,"Census Tract 238.01, DeKalb County, Georgia","13089023801"
T140G13089020900,ACS2010_5yr,"Census Tract 209, DeKalb County, Georgia","13089020900"
T140G13121005200,ACS2010_5yr,"Census Tract 52, Fulton County, Georgia","13121005200"
T140G13121006900,ACS2010_5yr,"Census Tract 69, Fulton County, Georgia","13121006900"
T140G13089023802,ACS2010_5yr,"Census Tract 238.02, DeKalb County, Georgia","13089023802"
T140G13121006802,ACS2010_5yr,"Census Tract 68.02, Fulton County, Georgia","13121006802"
T140G13121006801,ACS2010_5yr,"Census Tract 68.01, Fulton County, Georgia","13121006801"
T140G13121007100,ACS2010_5yr,"Census Tract 71, Fulton County, Georgia","13121007100"
T140G13121007002,ACS2010_5yr,"Census Tract 70.02, Fulton County, Georgia","13121007002"
T140G13089023421,ACS2010_5yr,"Census Tract 234.21, DeKalb County, Georgia","13089023421"
T140G13089023422,ACS2010_5yr,"Census Tract 234.22, DeKalb County, Georgia","13089023422"
T140G13151070108,ACS2010_5yr,"Census Tract 701.08, Henry County, Georgia","13151070108"
T140G13063040411,ACS2010_5yr,"Census Tract 404.11, Clayton County, Georgia","13063040411"
T140G13089023424,ACS2010_5yr,"Census Tract 234.24, DeKalb County, Georgia","13089023424"
T140G13089023423,ACS2010_5yr,"Census Tract 234.23, DeKalb County, Georgia","13089023423"
T140G13121007200,ACS2010_5yr,"Census Tract 72, Fulton County, Georgia","13121007200"
T140G13063040410,ACS2010_5yr,"Census Tract 404.10, Clayton County, Georgia","13063040410"
T140G13063040303,ACS2010_5yr,"Census Tract 403.03, Clayton County, Georgia","13063040303"
T140G13063040407,ACS2010_5yr,"Census Tract 404.07, Clayton County, Georgia","13063040407"
T140G13063040307,ACS2010_5yr,"Census Tract 403.07, Clayton County, Georgia","13063040307"
T140G13121001300,ACS2010_5yr,"Census Tract 13, Fulton County, Georgia","13121001300"
T140G13121002900,ACS2010_5yr,"Census Tract 29, Fulton County, Georgia","13121002900"
T140G13121005300,ACS2010_5yr,"Census Tract 53, Fulton County, Georgia","13121005300"
T140G13121006400,ACS2010_5yr,"Census Tract 64, Fulton County, Georgia","13121006400"
T140G13063040308,ACS2010_5yr,"Census Tract 403.08, Clayton County, Georgia","13063040308"
T140G13063040302,ACS2010_5yr,"Census Tract 403.02, Clayton County, Georgia","13063040302"
T140G13063040409,ACS2010_5yr,"Census Tract 404.09, Clayton County, Georgia","13063040409"
T140G13063040408,ACS2010_5yr,"Census Tract 404.08, Clayton County, Georgia","13063040408"
T140G13063040416,ACS2010_5yr,"Census Tract 404.16, Clayton County, Georgia","13063040416"
T140G13063040414,ACS2010_5yr,"Census Tract 404.14, Clayton County, Georgia","13063040414"
T140G13121011423,ACS2010_5yr,"Census Tract 114.23, Fulton County, Georgia","13121011423"
T140G13067030328,ACS2010_5yr,"Census Tract 303.28, Cobb County, Georgia","13067030328"
T140G13067030314,ACS2010_5yr,"Census Tract 303.14, Cobb County, Georgia","13067030314"
T140G13063040415,ACS2010_5yr,"Census Tract 404.15, Clayton County, Georgia","13063040415"
T140G13063040512,ACS2010_5yr,"Census Tract 405.12, Clayton County, Georgia","13063040512"
T140G13121010516,ACS2010_5yr,"Census Tract 105.16, Fulton County, Georgia","13121010516"
T140G13121010510,ACS2010_5yr,"Census Tract 105.10, Fulton County, Georgia","13121010510"
T140G13067030228,ACS2010_5yr,"Census Tract 302.28, Cobb County, Georgia","13067030228"
T140G13067030229,ACS2010_5yr,"Census Tract 302.29, Cobb County, Georgia","13067030229"
T140G13067030230,ACS2010_5yr,"Census Tract 302.30, Cobb County, Georgia","13067030230"
T140G13067030901,ACS2010_5yr,"Census Tract 309.01, Cobb County, Georgia","13067030901"
T140G13067030905,ACS2010_5yr,"Census Tract 309.05, Cobb County, Georgia","13067030905"
T140G13067031404,ACS2010_5yr,"Census Tract 314.04, Cobb County, Georgia","13067031404"
T140G13067031306,ACS2010_5yr,"Census Tract 313.06, Cobb County, Georgia","13067031306"
T140G13067031308,ACS2010_5yr,"Census Tract 313.08, Cobb County, Georgia","13067031308"
T140G13067031309,ACS2010_5yr,"Census Tract 313.09, Cobb County, Georgia","13067031309"
T140G13097080102,ACS2010_5yr,"Census Tract 801.02, Douglas County, Georgia","13097080102"
T140G13121010514,ACS2010_5yr,"Census Tract 105.14, Fulton County, Georgia","13121010514"
T140G13121011425,ACS2010_5yr,"Census Tract 114.25, Fulton County, Georgia","13121011425"
T140G13135050322,ACS2010_5yr,"Census Tract 503.22, Gwinnett County, Georgia","13135050322"
T140G13121011412,ACS2010_5yr,"Census Tract 114.12, Fulton County, Georgia","13121011412"
T140G13121011414,ACS2010_5yr,"Census Tract 114.14, Fulton County, Georgia","13121011414"
T140G13121011405,ACS2010_5yr,"Census Tract 114.05, Fulton County, Georgia","13121011405"
T140G13135050310,ACS2010_5yr,"Census Tract 503.10, Gwinnett County, Georgia","13135050310"
T140G13135050306,ACS2010_5yr,"Census Tract 503.06, Gwinnett County, Georgia","13135050306"
T140G13089021814,ACS2010_5yr,"Census Tract 218.14, DeKalb County, Georgia","13089021814"
T140G13089021813,ACS2010_5yr,"Census Tract 218.13, DeKalb County, Georgia","13089021813"
T140G13089021812,ACS2010_5yr,"Census Tract 218.12, DeKalb County, Georgia","13089021812"
T140G13089021809,ACS2010_5yr,"Census Tract 218.09, DeKalb County, Georgia","13089021809"
T140G13089021808,ACS2010_5yr,"Census Tract 218.08, DeKalb County, Georgia","13089021808"
T140G13089021810,ACS2010_5yr,"Census Tract 218.10, DeKalb County, Georgia","13089021810"
T140G13089022009,ACS2010_5yr,"Census Tract 220.09, DeKalb County, Georgia","13089022009"
T140G13089022001,ACS2010_5yr,"Census Tract 220.01, DeKalb County, Georgia","13089022001"
T140G13089022008,ACS2010_5yr,"Census Tract 220.08, DeKalb County, Georgia","13089022008"
T140G13089022005,ACS2010_5yr,"Census Tract 220.05, DeKalb County, Georgia","13089022005"
T140G13089023115,ACS2010_5yr,"Census Tract 231.15, DeKalb County, Georgia","13089023115"
T140G13089023112,ACS2010_5yr,"Census Tract 231.12, DeKalb County, Georgia","13089023112"
T140G13089023506,ACS2010_5yr,"Census Tract 235.06, DeKalb County, Georgia","13089023506"
T140G13089023412,ACS2010_5yr,"Census Tract 234.12, DeKalb County, Georgia","13089023412"
T140G13089023413,ACS2010_5yr,"Census Tract 234.13, DeKalb County, Georgia","13089023413"
T140G13089023425,ACS2010_5yr,"Census Tract 234.25, DeKalb County, Georgia","13089023425"
T140G13089023419,ACS2010_5yr,"Census Tract 234.19, DeKalb County, Georgia","13089023419"
T140G13151070109,ACS2010_5yr,"Census Tract 701.09, Henry County, Georgia","13151070109"
T140G13151070106,ACS2010_5yr,"Census Tract 701.06, Henry County, Georgia","13151070106"
T140G13063040413,ACS2010_5yr,"Census Tract 404.13, Clayton County, Georgia","13063040413"
T140G13063040412,ACS2010_5yr,"Census Tract 404.12, Clayton County, Georgia","13063040412"
